Country,Country Speed,Mirror Name,Protocols,Hostnames,Mirror Speed,Status
Spain,9 Gbps,GRN Serveis telemàtics,"http://ubuntu.grn.cat/ubuntu/, ftp://ubuntu.grn.cat/ubuntu/",ubuntu.grn.cat,100 Mbps,Up to date
Sweden,43 Gbps,"Academic Computer Club, Umeå University","http://ftp.acc.umu.se/ubuntu/, ftp://ftp.acc.umu.se/ubuntu/, rsync://ftp.acc.umu.se/ubuntu/",ftp.acc.umu.se,20 Gbps,Up to date
Sweden,43 Gbps,Bahnhof,"https://mirror.bahnhof.net/ubuntu/, http://mirror.bahnhof.net/ubuntu/, ftp://mirror.bahnhof.net/ubuntu/, rsync://mirror.bahnhof.net/ubuntu/",mirror.bahnhof.net,10 Gbps,Up to date
Sweden,43 Gbps,Nordlo Group AB,http://mirror.zetup.net/ubuntu/,mirror.zetup.net,10 Gbps,Up to date
Sweden,43 Gbps,Stockholm University,"http://ubuntu.mirror.su.se/ubuntu/, rsync://ubuntu.mirror.su.se/ubuntu/",ubuntu.mirror.su.se,2 Gbps,Up to date
Sweden,43 Gbps,Lysator,"http://ftp.lysator.liu.se/ubuntu/, ftp://ftp.lysator.liu.se/ubuntu/, rsync://ftp.lysator.liu.se/ubuntu/",ftp.lysator.liu.se,1 Gbps,Up to date
Sweden,43 Gbps,Infania Networks,"https://ftpmirror1.infania.net/ubuntu/, http://ftpmirror1.infania.net/ubuntu/, ftp://ftpmirror1.infania.net/ubuntu/, rsync://ftpmirror1.infania.net/ubuntu/",ftpmirror1.infania.net,100 Mbps,Up to date
Switzerland,71 Gbps,Infomaniak Network SA,"http://mirror.infomaniak.ch/ubuntu/, ftp://mirror.infomaniak.ch/ubuntu/",mirror.infomaniak.ch,20 Gbps,Up to date
Switzerland,71 Gbps,Init7 (Schweiz) AG,"https://mirror.init7.net/ubuntu/, http://mirror.init7.net/ubuntu/, rsync://mirror.init7.net/ubuntu/",mirror.init7.net,20 Gbps,Up to date
Switzerland,71 Gbps,"BSE Software GmbH, SolNet","https://mirror.solnet.ch/ubuntu/, http://mirror.solnet.ch/ubuntu/, rsync://mirror.solnet.ch/ubuntu/",mirror.solnet.ch,10 Gbps,Up to date
Switzerland,71 Gbps,Adfinis & Exoscale,"https://pkg.adfinis-on-exoscale.ch/ubuntu/, http://pkg.adfinis-on-exoscale.ch/ubuntu/",pkg.adfinis-on-exoscale.ch,10 Gbps,Up to date
Switzerland,71 Gbps,"ETH Zürich, ISG D-PHYS","http://ubuntu.ethz.ch/ubuntu/, ftp://ubuntu.ethz.ch/ubuntu/, rsync://ubuntu.ethz.ch/ubuntu/",ubuntu.ethz.ch,10 Gbps,Up to date
Switzerland,71 Gbps,Adfinis AG,http://pkg.adfinis.com/ubuntu/,pkg.adfinis.com,1 Gbps,Up to date
Taiwan,144 Gbps,Taiwan Digital Streaming Co. (archive),"https://mirror.twds.com.tw/ubuntu/, http://mirror.twds.com.tw/ubuntu/, rsync://mirror.twds.com.tw/ubuntu/",mirror.twds.com.tw,50 Gbps,Up to date
Taiwan,144 Gbps,Taiwan Digital Streaming Co. (ports),"https://mirror.twds.com.tw/ubuntu-ports/, http://mirror.twds.com.tw/ubuntu-ports/, rsync://mirror.twds.com.tw/ubuntu-ports/",mirror.twds.com.tw,50 Gbps,Up to date
Taiwan,144 Gbps,"NCHC, Taiwan","http://free.nchc.org.tw/ubuntu/, ftp://free.nchc.org.tw/ubuntu",free.nchc.org.tw,20 Gbps,Up to date
Taiwan,144 Gbps,Free Software Lab,"http://ftp.tw.debian.org/ubuntu/, ftp://ftp.tw.debian.org/ubuntu/, rsync://ftp.tw.debian.org/ubuntu/",ftp.tw.debian.org,10 Gbps,Up to date
Taiwan,144 Gbps,Ubuntu-TW,"https://ftp.ubuntu-tw.net/ubuntu/, http://ftp.ubuntu-tw.net/ubuntu/, ftp://ftp.ubuntu-tw.net/ubuntu/, rsync://ftp.ubuntu-tw.org/ubuntu/","ftp.ubuntu-tw.org, ftp.ubuntu-tw.net",4 Gbps,Up to date
Taiwan,144 Gbps,OSSPlanet,"https://mirror.ossplanet.net/ubuntu/, http://mirror.ossplanet.net/ubuntu/, ftp://mirror.ossplanet.net/ubuntu/, rsync://mirror.ossplanet.net/ubuntu/",mirror.ossplanet.net,4 Gbps,Up to date
Taiwan,144 Gbps,TaiChung City Education Network Center,https://ftp.tc.edu.tw/Linux/ubuntu/,ftp.tc.edu.tw,1 Gbps,Up to date
Taiwan,144 Gbps,TKU-TamKangUniversity,"http://ftp.tku.edu.tw/ubuntu/, ftp://ftp.tku.edu.tw/ubuntu/",ftp.tku.edu.tw,1 Gbps,Up to date
Taiwan,144 Gbps,"National Central University, Mobile Broadband Network Lab",http://mirror.nwlab.tk/ubuntu/,mirror.nwlab.tk,1 Gbps,Up to date
Taiwan,144 Gbps,Blendbyte Inc.,"https://tw1.mirror.blendbyte.net/ubuntu/, http://tw1.mirror.blendbyte.net/ubuntu/",tw1.mirror.blendbyte.net,1 Gbps,Up to date
Taiwan,144 Gbps,NCKU CCNS,"https://ubuntu.ccns.ncku.edu.tw/ubuntu/, http://ubuntu.ccns.ncku.edu.tw/ubuntu/",ubuntu.ccns.ncku.edu.tw,1 Gbps,Up to date
Taiwan,144 Gbps,NCTUCSCC,"http://ubuntu.cs.nctu.edu.tw/ubuntu/, ftp://ubuntu.cs.nctu.edu.tw/ubuntu/, rsync://ubuntu.cs.nctu.edu.tw/ubuntu/",ubuntu.cs.nctu.edu.tw,1 Gbps,Up to date
Taiwan,144 Gbps,Taiwan Mirror,"http://ftp.mirror.tw/pub/ubuntu/ubuntu/, ftp://ftp.mirror.tw/pub/ubuntu/ubuntu/",ftp.mirror.tw,100 Mbps,Up to date
"Tanzania, United Republic of",1 Gbps,Aptus Solutions,http://mirror.aptus.co.tz/pub/ubuntuarchive/,mirror.aptus.co.tz,1 Gbps,Up to date
"Tanzania, United Republic of",1 Gbps,Habari Node Ltd.,"http://deb-mirror.habari.co.tz/ubuntu/, rsync://deb-mirror.habari.co.tz/ubuntu/",deb-mirror.habari.co.tz,45 Mbps,Up to date
Thailand,134 Gbps,Khon Kaen University,"https://mirror.kku.ac.th/ubuntu/, http://mirror.kku.ac.th/ubuntu/, ftp://mirror.kku.ac.th/ubuntu/, rsync://mirror.kku.ac.th/ubuntu/",mirror.kku.ac.th,100 Gbps,Up to date
Thailand,134 Gbps,TOT Internet Data Center,"http://mirror1.totbb.net/ubuntu/, rsync://mirror1.totbb.net/ubuntu/",mirror1.totbb.net,10 Gbps,Up to date
Thailand,134 Gbps,"Bangmod Enterprise Co., Ltd.",http://mirrors.bangmod.cloud/ubuntu/,mirrors.bangmod.cloud,10 Gbps,Up to date
Thailand,134 Gbps,NIPA.CLOUD 1st Cloud Thailand,"https://mirrors.nipa.cloud/ubuntu/, http://mirrors.nipa.cloud/ubuntu/, ftp://mirrors.nipa.cloud/ubuntu/, rsync://mirrors.nipa.cloud/ubuntu/",mirrors.nipa.cloud,10 Gbps,Up to date
Thailand,134 Gbps,"Computer Center, Prince of Songkla University","http://ftp.psu.ac.th/pub/ubuntu/, ftp://ftp.psu.ac.th/pub/ubuntu/",ftp.psu.ac.th,1 Gbps,Up to date
Thailand,134 Gbps,thaidns.co.th,http://mirror.thaidns.co.th/ubuntu/,mirror.thaidns.co.th,1 Gbps,Up to date
Thailand,134 Gbps,"Office of Computer Services, Kasetsart University",http://mirror1.ku.ac.th/ubuntu/,mirror1.ku.ac.th,1 Gbps,Up to date
Thailand,134 Gbps,Prince of Songkla University,"http://mirrors.psu.ac.th/ubuntu/, rsync://mirrors.psu.ac.th/ubuntu/",mirrors.psu.ac.th,1 Gbps,Up to date
Turkey,34 Gbps,ALASTYR,"https://mirror.alastyr.com/ubuntu/ubuntu-archive/, http://mirror.alastyr.com/ubuntu/ubuntu-archive/, rsync://mirror.alastyr.com/ubuntu/ubuntu-archive/",mirror.alastyr.com,10 Gbps,Up to date
Turkey,34 Gbps,PremierDC Veri Merkezi A.S,"https://mirror.sh.com.tr/ubuntu/, http://mirror.sh.com.tr/ubuntu/",mirror.sh.com.tr,10 Gbps,Up to date
Turkey,34 Gbps,Verinomi,"https://mirror.verinomi.com/ubuntu/ubuntu-archive/, http://mirror.verinomi.com/ubuntu/ubuntu-archive/",mirror.verinomi.com,10 Gbps,Up to date
Turkey,34 Gbps,Güzel Hosting,"https://kozyatagi.mirror.guzel.net.tr/ubuntu/, http://kozyatagi.mirror.guzel.net.tr/ubuntu/",kozyatagi.mirror.guzel.net.tr,1 Gbps,Up to date
Turkey,34 Gbps,KAPTEYAN,"http://mirror.kapteyan.com.tr/ubuntu/, rsync://mirror.kapteyan.com.tr/ubuntu/",mirror.kapteyan.com.tr,1 Gbps,Up to date
Turkey,34 Gbps,Rabisu,"https://mirror.rabisu.com/ubuntu/ubuntu-archive/, http://mirror.rabisu.com/ubuntu/ubuntu-archive/",mirror.rabisu.com,1 Gbps,Up to date
Turkey,34 Gbps,Vargonen,http://ubuntu.vargonen.com/ubuntu/,ubuntu.vargonen.com,1 Gbps,Up to date
Uganda,100 Mbps,Research & Education Network for Uganda,http://mirror.renu.ac.ug/ubuntu/,mirror.renu.ac.ug,100 Mbps,Up to date
Ukraine,34 Gbps,IP-Connect LLC,"https://ubuntu.ip-connect.vn.ua/, http://ubuntu.ip-connect.vn.ua/, ftp://ubuntu.ip-connect.vn.ua/mirror/ubuntu/, rsync://ubuntu.ip-connect.vn.ua/ubuntu/",ubuntu.ip-connect.vn.ua,20 Gbps,Up to date
Ukraine,34 Gbps,Volia Broadband,"http://ubuntu.volia.net/ubuntu-archive/, ftp://ubuntu.volia.net/ubuntu-archive/, rsync://ubuntu.volia.net/ubuntu/",ubuntu.volia.net,10 Gbps,Up to date
Ukraine,34 Gbps,Omnilance Ltd.,http://ubuntu.mirrors.omnilance.com/ubuntu/,ubuntu.mirrors.omnilance.com,2 Gbps,Up to date
Ukraine,34 Gbps,mirohost.net,"http://mirror.mirohost.net/ubuntu/, ftp://mirror.mirohost.net/ubuntu/, rsync://mirror.mirohost.net/ubuntu/",mirror.mirohost.net,1 Gbps,Up to date
Ukraine,34 Gbps,NetForce Ukraine LLC,"https://ubuntu.netforce.hosting/ubuntu/, http://ubuntu.netforce.hosting/ubuntu/, ftp://ubuntu.netforce.hosting/ubuntu/, rsync://ubuntu.netforce.hosting/ubuntu/",ubuntu.netforce.hosting,1 Gbps,Up to date
Ukraine,34 Gbps,XCP + HELL,"http://ubuntu.org.ua/ubuntu/, ftp://ubuntu.org.ua/ubuntu/, rsync://ubuntu.org.ua/ubuntu/",ubuntu.org.ua,10 Mbps,Up to date
United Kingdom,73 Gbps,UK Dedicated Servers Ltd,"http://mirror.cov.ukservers.com/ubuntu/, ftp://mirror.cov.ukservers.com/ubuntu/",mirror.cov.ukservers.com,10 Gbps,Up to date
United Kingdom,73 Gbps,Server.net,"https://mirror.server.net/ubuntu/, http://mirror.server.net/ubuntu/",mirror.server.net,10 Gbps,Up to date
United Kingdom,73 Gbps,Vorboss Ltd,http://mirror.vorboss.net/ubuntu-archive/,mirror.vorboss.net,10 Gbps,Up to date
United Kingdom,73 Gbps,UKFast,"http://mirrors.ukfast.co.uk/sites/archive.ubuntu.com/, ftp://mirrors.ukfast.co.uk/archive.ubuntu.com/, rsync://mirrors.ukfast.co.uk/archive.ubuntu.com/",mirrors.ukfast.co.uk,10 Gbps,Up to date
United Kingdom,73 Gbps,University Of Kent UK Mirror Service,"http://www.mirrorservice.org/sites/archive.ubuntu.com/ubuntu/, ftp://ftp.mirrorservice.org/sites/archive.ubuntu.com/ubuntu/, rsync://rsync.mirrorservice.org/archive.ubuntu.com/ubuntu/","www.mirrorservice.org, rsync.mirrorservice.org, ftp.mirrorservice.org",10 Gbps,Up to date
United Kingdom,73 Gbps,Clouvider,"https://uk.mirrors.clouvider.net/ubuntu/, http://uk.mirrors.clouvider.net/ubuntu/",uk.mirrors.clouvider.net,10 Gbps,Up to date
United Kingdom,73 Gbps,Moon127.net,http://archive.ubuntu.moon127.net/,archive.ubuntu.moon127.net,1 Gbps,Up to date
United Kingdom,73 Gbps,XILO Communications Ltd.,"http://mirror.as29550.net/archive.ubuntu.com/, ftp://mirror.as29550.net/archive.ubuntu.com/",mirror.as29550.net,1 Gbps,Up to date
United Kingdom,73 Gbps,Bytemark Hosting,"http://mirror.bytemark.co.uk/ubuntu/, ftp://mirror.bytemark.co.uk/ubuntu/, rsync://mirror.bytemark.co.uk/ubuntu/",mirror.bytemark.co.uk,1 Gbps,Up to date
United Kingdom,73 Gbps,Kamatera Inc.,http://mirror.eu-lo.kamatera.com/ubuntu/,mirror.eu-lo.kamatera.com,1 Gbps,Up to date
United Kingdom,73 Gbps,Freethought Internet,"http://mirror.freethought-internet.co.uk/ubuntu/, ftp://mirror.freethought-internet.co.uk/ubuntu/, rsync://mirror.freethought-internet.co.uk/ubuntu/",mirror.freethought-internet.co.uk,1 Gbps,Up to date
United Kingdom,73 Gbps,Mythic Beasts Ltd,http://mirror.mythic-beasts.com/ubuntu/,mirror.mythic-beasts.com,1 Gbps,Up to date
United Kingdom,73 Gbps,"IT Services, University of Oxford","http://mirror.ox.ac.uk/sites/archive.ubuntu.com/ubuntu/, ftp://mirror.ox.ac.uk/sites/archive.ubuntu.com/ubuntu/",mirror.ox.ac.uk,1 Gbps,Up to date
United Kingdom,73 Gbps,VineHost,"https://mirror.vinehost.net/ubuntu/, http://mirror.vinehost.net/ubuntu/, ftp://mirror.vinehost.net/ubuntu/, rsync://mirror.vinehost.net/ubuntu/",mirror.vinehost.net,1 Gbps,Up to date
United Kingdom,73 Gbps,Coreix LTD,http://mirrors.coreix.net/ubuntu/,mirrors.coreix.net,1 Gbps,Up to date
United Kingdom,73 Gbps,Get Hosted Online,"https://mirrors.gethosted.online/ubuntu/, http://mirrors.gethosted.online/ubuntu/, ftp://mirrors.gethosted.online/ubuntu/, rsync://mirrors.gethosted.online/ubuntu/",mirrors.gethosted.online,1 Gbps,Up to date
United Kingdom,73 Gbps,Melbourne Server Hosting Ltd.,"http://mirrors.melbourne.co.uk/ubuntu/, ftp://mirrors.melbourne.co.uk/ubuntu/, rsync://mirrors.melbourne.co.uk/ubuntu/",mirrors.melbourne.co.uk,1 Gbps,Up to date
United Kingdom,73 Gbps,Moon127.net,http://ports.ubuntu.moon127.net/,ports.ubuntu.moon127.net,1 Gbps,Up to date
United Kingdom,73 Gbps,UK2,"http://ubuntu.mirrors.uk2.net/ubuntu/, ftp://ubuntu.mirrors.uk2.net/ubuntu/, rsync://ubuntu.mirrors.uk2.net/ubuntu/",ubuntu.mirrors.uk2.net,1 Gbps,Up to date
United Kingdom,73 Gbps,Canonical Ltd.,"http://archive.ubuntu.com/ubuntu/, ftp://archive.ubuntu.com/ubuntu/, rsync://archive.ubuntu.com/ubuntu/",archive.ubuntu.com,100 Mbps,Up to date
United Kingdom,73 Gbps,The Positive Internet Company,http://ubuntu.positive-internet.com/ubuntu/,ubuntu.positive-internet.com,100 Mbps,Up to date
United States,532 Gbps,Enzu Inc.,"https://mirror.enzu.com/ubuntu/, http://mirror.enzu.com/ubuntu/, ftp://mirror.enzu.com/ubuntu/, rsync://mirror.enzu.com/ubuntu/",mirror.enzu.com,100 Gbps,Up to date
United States,532 Gbps,Pilot Fiber,"https://mirror.pilotfiber.com/ubuntu/, http://mirror.pilotfiber.com/ubuntu/",mirror.pilotfiber.com,50 Gbps,Up to date
United States,532 Gbps,Princeton Mathematics,"http://mirror.math.princeton.edu/pub/ubuntu/, rsync://mirror.math.princeton.edu/pub/ubuntu/",mirror.math.princeton.edu,20 Gbps,Up to date
United States,532 Gbps,TeraSwitch Inc.,"http://mirror.pit.teraswitch.com/ubuntu/, rsync://mirror.pit.teraswitch.com/ubuntu/",mirror.pit.teraswitch.com,20 Gbps,Up to date
United States,532 Gbps,Lancaster-Lebanon IU13,"https://mirrors.iu13.net/ubuntu/, http://mirrors.iu13.net/ubuntu/, rsync://mirrors.iu13.net/ubuntu/",mirrors.iu13.net,20 Gbps,Up to date
United States,532 Gbps,Clouvider,"https://atl.mirrors.clouvider.net/ubuntu/, http://atl.mirrors.clouvider.net/ubuntu/",atl.mirrors.clouvider.net,10 Gbps,Up to date
United States,532 Gbps,Clouvider,"https://dal.mirrors.clouvider.net/ubuntu/, http://dal.mirrors.clouvider.net/ubuntu/",dal.mirrors.clouvider.net,10 Gbps,Up to date
United States,532 Gbps,Clouvider,"https://la.mirrors.clouvider.net/ubuntu/, http://la.mirrors.clouvider.net/ubuntu/",la.mirrors.clouvider.net,10 Gbps,Up to date
United States,532 Gbps,University of Arizona,"http://mirror.arizona.edu/ubuntu/, rsync://mirror.arizona.edu/ubuntu/",mirror.arizona.edu,10 Gbps,Up to date
United States,532 Gbps,BrightRidge,http://mirror.brightridge.com/ubuntuarchive/,mirror.brightridge.com,10 Gbps,Up to date
United States,532 Gbps,Fremont Cabal Internet Exchange,"https://mirror.fcix.net/ubuntu/, http://mirror.fcix.net/ubuntu/",mirror.fcix.net,10 Gbps,Up to date
United States,532 Gbps,Hoobly Classifieds,"https://mirror.hoobly.com/ubuntu/, http://mirror.hoobly.com/ubuntu/",mirror.hoobly.com,10 Gbps,Up to date
United States,532 Gbps,NC State University,"https://mirror.linux.ncsu.edu/ubuntu/, http://mirror.linux.ncsu.edu/ubuntu/, rsync://mirror.linux.ncsu.edu/ubuntu/",mirror.linux.ncsu.edu,10 Gbps,Up to date
United States,532 Gbps,Limestone Networks,"https://mirror.lstn.net/ubuntu/, http://mirror.lstn.net/ubuntu/, rsync://mirror.lstn.net/ubuntu/",mirror.lstn.net,10 Gbps,Up to date
United States,532 Gbps,Nodes Direct,"http://mirror.nodesdirect.com/ubuntu/, ftp://mirror.nodesdirect.com/ubuntu/, rsync://mirror.nodesdirect.com/ubuntu/",mirror.nodesdirect.com,10 Gbps,Up to date
United States,532 Gbps,"ServaxNet, LLC.","https://mirror.servaxnet.com/ubuntu/, http://mirror.servaxnet.com/ubuntu/",mirror.servaxnet.com,10 Gbps,Up to date
United States,532 Gbps,Zero Distance LLC,"https://mirror.timkevin.us/ubuntu/, http://mirror.timkevin.us/ubuntu/",mirror.timkevin.us,10 Gbps,Up to date
United States,532 Gbps,ServerForge,"https://mirror.ubuntu.serverforge.org/, http://mirror.ubuntu.serverforge.org/",mirror.ubuntu.serverforge.org,10 Gbps,Up to date
United States,532 Gbps,University of Maryland,"http://mirror.umd.edu/ubuntu/, rsync://mirror.umd.edu/ubuntu/",mirror.umd.edu,10 Gbps,Up to date
United States,532 Gbps,"LeaseWeb USA, Inc","https://mirror.us.leaseweb.net/ubuntu/, http://mirror.us.leaseweb.net/ubuntu/, ftp://mirror.us.leaseweb.net/ubuntu/, rsync://mirror.us.leaseweb.net/ubuntu/",mirror.us.leaseweb.net,10 Gbps,Up to date
United States,532 Gbps,Bloomsburg University of Pennsylvania,"https://mirrors.bloomu.edu/ubuntu/, http://mirrors.bloomu.edu/ubuntu/, ftp://mirrors.bloomu.edu/ubuntu/, rsync://mirrors.bloomu.edu/ubuntu/",mirrors.bloomu.edu,10 Gbps,Up to date
United States,532 Gbps,Spartan Linux Users Group,"https://mirrors.egr.msu.edu/ubuntu/, http://mirrors.egr.msu.edu/ubuntu/",mirrors.egr.msu.edu,10 Gbps,Up to date
United States,532 Gbps,Rochester Institute of Technology,"http://mirrors.rit.edu/ubuntu/, ftp://mirrors.rit.edu/ubuntu/",mirrors.rit.edu,10 Gbps,Up to date
United States,532 Gbps,Snowcloud Services,"https://mirrors.tscak.com/ubuntu/, http://mirrors.tscak.com/ubuntu/",mirrors.tscak.com,10 Gbps,Up to date
United States,532 Gbps,xTom,"https://mirrors.xtom.com/ubuntu/, http://mirrors.xtom.com/ubuntu/, rsync://mirrors.xtom.com/ubuntu/",mirrors.xtom.com,10 Gbps,Up to date
United States,532 Gbps,Clouvider,"https://nyc.mirrors.clouvider.net/ubuntu/, http://nyc.mirrors.clouvider.net/ubuntu/",nyc.mirrors.clouvider.net,10 Gbps,Up to date
United States,532 Gbps,Purdue Linux Users Group,"http://plug-mirror.rcac.purdue.edu/ubuntu/, ftp://plug-mirror.rcac.purdue.edu/ubuntu/, rsync://plug-mirror.rcac.purdue.edu/ubuntu/",plug-mirror.rcac.purdue.edu,10 Gbps,Up to date
United States,532 Gbps,University of Utah,"http://ubuntu.cs.utah.edu/ubuntu/, ftp://ubuntu.cs.utah.edu/ubuntu/ubuntu/, rsync://ubuntu.cs.utah.edu/ubuntu/",ubuntu.cs.utah.edu,10 Gbps,Up to date
United States,532 Gbps,Macarne LLC,"https://ubuntu.macarne.com/, http://ubuntu.macarne.com/",ubuntu.macarne.com,10 Gbps,Up to date
United States,532 Gbps,Constant.com,http://ubuntu.mirror.constant.com/,ubuntu.mirror.constant.com,10 Gbps,Up to date
United States,532 Gbps,Wikimedia Foundation,"https://mirrors.wikimedia.org/ubuntu/, http://mirrors.wikimedia.org/ubuntu/, rsync://mirrors.wikimedia.org/ubuntu/",mirrors.wikimedia.org,10 Gbps,Up to date
United States,532 Gbps,GigeNET,"https://mirrors.gigenet.com/ubuntu/, http://mirrors.gigenet.com/ubuntu/",mirrors.gigenet.com,4 Gbps,Up to date
United States,532 Gbps,Colorado School of Mines,https://lug.mines.edu/mirrors/ubuntu/,lug.mines.edu,2 Gbps,Up to date
United States,532 Gbps,RustyTel,http://mirror.rustytel.net/ubuntu/,mirror.rustytel.net,2 Gbps,Up to date
United States,532 Gbps,Siena College,"http://mirror.siena.edu/ubuntu/, rsync://mirror.siena.edu/ubuntu/",mirror.siena.edu,2 Gbps,Up to date
United States,532 Gbps,AdvancedHosters,"http://mirrors.advancedhosters.com/ubuntu/, ftp://mirrors.advancedhosters.com/ubuntu/, rsync://mirrors.advancedhosters.com/ubuntu/",mirrors.advancedhosters.com,2 Gbps,Up to date
United States,532 Gbps,Central Michigan University,http://mirrors.cmich.edu/ubuntu/,mirrors.cmich.edu,2 Gbps,Up to date
United States,532 Gbps,Kernel.org,"http://mirrors.us.kernel.org/ubuntu/, ftp://mirrors.us.kernel.org/ubuntu/, rsync://mirrors.us.kernel.org/ubuntu/",mirrors.us.kernel.org,2 Gbps,Up to date
United States,532 Gbps,Dakota State University,"https://repo.ialab.dsu.edu/ubuntu/, http://repo.ialab.dsu.edu/ubuntu/",repo.ialab.dsu.edu,2 Gbps,Up to date
United States,532 Gbps,OSU Open Source Lab,"http://ubuntu.osuosl.org/ubuntu/, ftp://ubuntu.osuosl.org/pub/ubuntu/, rsync://ubuntu.osuosl.org/ubuntu/",ubuntu.osuosl.org,2 Gbps,Up to date
United States,532 Gbps,University of South Florida,"http://ftp.usf.edu/pub/ubuntu/, ftp://ftp.usf.edu/pub/ubuntu/",ftp.usf.edu,1 Gbps,Up to date
United States,532 Gbps,Virginia Tech,"http://mirror.cc.vt.edu/pub2/ubuntu/, ftp://mirror.cc.vt.edu/pub2/ubuntu/, rsync://mirror.cc.vt.edu/ubuntu/",mirror.cc.vt.edu,1 Gbps,Up to date
United States,532 Gbps,Clarkson University,"https://mirror.clarkson.edu/ubuntu/, http://mirror.clarkson.edu/ubuntu/, rsync://mirror.clarkson.edu/ubuntu/",mirror.clarkson.edu,1 Gbps,Up to date
United States,532 Gbps,Cogent Communications,"http://mirror.cogentco.com/pub/linux/ubuntu/, rsync://mirror.cogentco.com/ubuntu/",mirror.cogentco.com,1 Gbps,Up to date
United States,532 Gbps,James Madison University Department of Computer Science,http://mirror.cs.jmu.edu/pub/ubuntu/,mirror.cs.jmu.edu,1 Gbps,Up to date
United States,532 Gbps,Nexril,"https://mirror.dal.nexril.net/ubuntu/, http://mirror.dal.nexril.net/ubuntu/, rsync://mirror.dal.nexril.net/ubuntu/",mirror.dal.nexril.net,1 Gbps,Up to date
United States,532 Gbps,University of California at Davis,http://mirror.math.ucdavis.edu/ubuntu/,mirror.math.ucdavis.edu,1 Gbps,Up to date
United States,532 Gbps,MetroCast Cablevision,http://mirror.metrocast.net/ubuntu/,mirror.metrocast.net,1 Gbps,Up to date
United States,532 Gbps,VELOCIHOST,"https://mirror.mia.velocihost.net/ubuntu/, http://mirror.mia.velocihost.net/ubuntu/",mirror.mia.velocihost.net,1 Gbps,Up to date
United States,532 Gbps,MrJester,"http://mirror.mrjester.net/ubuntu/archive/, rsync://mirror.mrjester.net/ubuntu-archive/",mirror.mrjester.net,1 Gbps,Up to date
United States,532 Gbps,Nerdmilio,http://mirror.nerdmilio.com/ubuntu/,mirror.nerdmilio.com,1 Gbps,Up to date
United States,532 Gbps,Steadfast Networks,"http://mirror.steadfastnet.com/ubuntu/, rsync://mirror.steadfastnet.com/ubuntu/",mirror.steadfastnet.com,1 Gbps,Up to date
United States,532 Gbps,Team Cymru,"https://mirror.team-cymru.com/ubuntu/, http://mirror.team-cymru.com/ubuntu/, ftp://mirror.team-cymru.com/ubuntu/, rsync://mirror.team-cymru.com/ubuntu/",mirror.team-cymru.com,1 Gbps,Up to date
United States,532 Gbps,"Team Cymru, Inc.","https://mirror.team-cymru.org/ubuntu/, http://mirror.team-cymru.org/ubuntu/, ftp://mirror.team-cymru.org/ubuntu/, rsync://mirror.team-cymru.org/ubuntu/",mirror.team-cymru.org,1 Gbps,Up to date
United States,532 Gbps,University of Oregon,"http://mirror.uoregon.edu/ubuntu/, ftp://mirror.uoregon.edu/ubuntu/",mirror.uoregon.edu,1 Gbps,Up to date
United States,532 Gbps,Nexcess.net,http://mirror.us-midwest-1.nexcess.net/ubuntu/,mirror.us-midwest-1.nexcess.net,1 Gbps,Up to date
United States,532 Gbps,Kamatera Inc.,http://mirror.us-ny2.kamatera.com/ubuntu/,mirror.us-ny2.kamatera.com,1 Gbps,Up to date
United States,532 Gbps,Kamatera Inc.,http://mirror.us-sc.kamatera.com/ubuntu/,mirror.us-sc.kamatera.com,1 Gbps,Up to date
United States,532 Gbps,Kamatera Inc.,http://mirror.us-tx.kamatera.com/ubuntu/,mirror.us-tx.kamatera.com,1 Gbps,Up to date
United States,532 Gbps,Accretive Networks,http://mirrors.accretive-networks.net/ubuntu/,mirrors.accretive-networks.net,1 Gbps,Up to date
United States,532 Gbps,"ARP Networks, Inc.",http://mirrors.arpnetworks.com/Ubuntu/,mirrors.arpnetworks.com,1 Gbps,Up to date
United States,532 Gbps,Bay Mills Community College,https://mirrors.bmcc.edu/ubuntu/,mirrors.bmcc.edu,1 Gbps,Up to date
United States,532 Gbps,Portland State University,"http://mirrors.cat.pdx.edu/ubuntu/, rsync://mirrors.cat.pdx.edu/ubuntu/",mirrors.cat.pdx.edu,1 Gbps,Up to date
United States,532 Gbps,LiquidWeb,"http://mirrors.liquidweb.com/ubuntu/, rsync://mirrors.liquidweb.com/ubuntu/",mirrors.liquidweb.com,1 Gbps,Up to date
United States,532 Gbps,MTU Linux Users Group,"http://mirrors.lug.mtu.edu/ubuntu/, ftp://mirrors.lug.mtu.edu/ubuntu/, rsync://mirrors.lug.mtu.edu/ubuntu/",mirrors.lug.mtu.edu,1 Gbps,Up to date
United States,532 Gbps,University of Maine System,http://mirrors.maine.edu/ubuntu/,mirrors.maine.edu,1 Gbps,Up to date
United States,532 Gbps,MIT SIPB,"http://mirrors.mit.edu/ubuntu/, rsync://mirrors.mit.edu/ubuntu/",mirrors.mit.edu,1 Gbps,Up to date
United States,532 Gbps,NameCheap.com,"http://mirrors.namecheap.com/ubuntu/, ftp://mirrors.namecheap.com/ubuntu/, rsync://mirrors.namecheap.com/ubuntu/",mirrors.namecheap.com,1 Gbps,Up to date
